Real-Time Sampling Data	V1	T(Celsius)	V2	P(MPa)	Do_1	Cycle(s)	Ratio	Do_2	Cycle(s)	Ratio	Flow(L/min)
2019_03_21_21_12_12_677	virtual	virtual	0.8984	1.0141	1	1.0	0.50	1	1.0	0.50	10.820
2019_03_21_21_12_12_786	virtual	virtual	0.9021	1.0185	1	1.0	0.50	1	1.0	0.50	10.820
2019_03_21_21_12_12_897	virtual	virtual	0.9045	1.0214	1	1.0	0.50	1	1.0	0.50	10.820
2019_03_21_21_12_13_008	virtual	virtual	0.9045	1.0214	1	1.0	0.50	1	1.0	0.50	10.820
2019_03_21_21_12_13_111	virtual	virtual	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	10.820
2019_03_21_21_12_13_225	virtual	virtual	0.9021	1.0185	1	1.0	0.50	1	1.0	0.50	10.820
2019_03_21_21_12_13_336	virtual	virtual	0.8960	1.0112	1	1.0	0.50	1	1.0	0.50	10.820
2019_03_21_21_12_13_44	virtual	virtual	0.9045	1.0214	1	1.0	0.50	1	1.0	0.50	10.820
2019_03_21_21_12_13_554	virtual	virtual	0.9021	1.0185	1	1.0	0.50	1	1.0	0.50	10.820
2019_03_21_21_12_13_663	virtual	virtual	0.9021	1.0185	1	1.0	0.50	1	1.0	0.50	10.820
2019_03_21_21_12_13_771	virtual	virtual	0.9021	1.0185	1	1.0	0.50	1	1.0	0.50	10.820
2019_03_21_21_12_13_88	virtual	virtual	0.8936	1.0083	1	1.0	0.50	1	1.0	0.50	10.820
2019_03_21_21_12_13_989	virtual	virtual	0.9021	1.0185	1	1.0	0.50	1	1.0	0.50	10.820
2019_03_21_21_12_14_101	virtual	virtual	0.9021	1.0185	1	1.0	0.50	1	1.0	0.50	10.820
2019_03_21_21_12_14_207	virtual	virtual	0.9070	1.0244	1	1.0	0.50	1	1.0	0.50	10.820
2019_03_21_21_12_14_314	virtual	virtual	0.9094	1.0273	1	1.0	0.50	1	1.0	0.50	10.820
2019_03_21_21_12_14_424	virtual	virtual	0.9021	1.0185	1	1.0	0.50	1	1.0	0.50	10.825
2019_03_21_21_12_14_538	virtual	virtual	0.8960	1.0112	1	1.0	0.50	1	1.0	0.50	10.825
2019_03_21_21_12_14_645	virtual	virtual	0.9021	1.0185	1	1.0	0.50	1	1.0	0.50	10.825
2019_03_21_21_12_14_753	virtual	virtual	0.9021	1.0185	1	1.0	0.50	1	1.0	0.50	10.825
2019_03_21_21_12_14_865	virtual	virtual	0.9045	1.0214	1	1.0	0.50	1	1.0	0.50	10.825
2019_03_21_21_12_14_974	virtual	virtual	0.9070	1.0244	1	1.0	0.50	1	1.0	0.50	10.825
2019_03_21_21_12_15_083	virtual	virtual	0.9045	1.0214	1	1.0	0.50	1	1.0	0.50	10.825
2019_03_21_21_12_15_196	virtual	virtual	0.9021	1.0185	1	1.0	0.50	1	1.0	0.50	10.825
2019_03_21_21_12_15_305	virtual	virtual	0.9021	1.0185	1	1.0	0.50	1	1.0	0.50	10.825
2019_03_21_21_12_15_411	virtual	virtual	0.9045	1.0214	1	1.0	0.50	1	1.0	0.50	10.825
2019_03_21_21_12_15_523	virtual	virtual	0.8984	1.0141	1	1.0	0.50	1	1.0	0.50	10.825
2019_03_21_21_12_15_632	virtual	virtual	0.8960	1.0112	1	1.0	0.50	1	1.0	0.50	10.825
2019_03_21_21_12_15_741	virtual	virtual	0.9021	1.0185	1	1.0	0.50	1	1.0	0.50	10.825
2019_03_21_21_12_15_844	virtual	virtual	0.9045	1.0214	1	1.0	0.50	1	1.0	0.50	10.825
2019_03_21_21_12_15_958	virtual	virtual	0.8960	1.0112	1	1.0	0.50	1	1.0	0.50	10.825
2019_03_21_21_12_16_064	virtual	virtual	0.9021	1.0185	1	1.0	0.50	1	1.0	0.50	10.825
2019_03_21_21_12_16_179	virtual	virtual	0.9094	1.0273	1	1.0	0.50	1	1.0	0.50	10.825
2019_03_21_21_12_16_282	virtual	virtual	0.9021	1.0185	1	1.0	0.50	1	1.0	0.50	10.825
2019_03_21_21_12_16_398	virtual	virtual	0.8960	1.0112	1	1.0	0.50	1	1.0	0.50	10.825
2019_03_21_21_12_16_504	virtual	virtual	0.8984	1.0141	1	1.0	0.50	1	1.0	0.50	10.825
2019_03_21_21_12_16_615	virtual	virtual	0.9045	1.0214	1	1.0	0.50	1	1.0	0.50	10.825
2019_03_21_21_12_16_72	virtual	virtual	0.9021	1.0185	1	1.0	0.50	1	1.0	0.50	10.825
2019_03_21_21_12_16_834	virtual	virtual	0.8960	1.0112	1	1.0	0.50	1	1.0	0.50	10.825
2019_03_21_21_12_16_939	virtual	virtual	0.9021	1.0185	1	1.0	0.50	1	1.0	0.50	10.825
2019_03_21_21_12_17_055	virtual	virtual	0.9045	1.0214	1	1.0	0.50	1	1.0	0.50	10.825
2019_03_21_21_12_17_166	virtual	virtual	0.9045	1.0214	1	1.0	0.50	1	1.0	0.50	10.825
2019_03_21_21_12_17_273	virtual	virtual	0.9021	1.0185	1	1.0	0.50	1	1.0	0.50	10.825
2019_03_21_21_12_17_378	virtual	virtual	0.9021	1.0185	1	1.0	0.50	1	1.0	0.50	10.825
2019_03_21_21_12_17_491	virtual	virtual	0.8960	1.0112	1	1.0	0.50	1	1.0	0.50	10.825
2019_03_21_21_12_17_595	virtual	virtual	0.8984	1.0141	1	1.0	0.50	1	1.0	0.50	10.825
2019_03_21_21_12_17_714	virtual	virtual	0.9045	1.0214	1	1.0	0.50	1	1.0	0.50	10.825
2019_03_21_21_12_17_821	virtual	virtual	0.9021	1.0185	1	1.0	0.50	1	1.0	0.50	10.825
2019_03_21_21_12_17_925	virtual	virtual	0.9021	1.0185	1	1.0	0.50	1	1.0	0.50	10.825
2019_03_21_21_12_18_039	virtual	virtual	0.9045	1.0214	1	1.0	0.50	1	1.0	0.50	10.825
2019_03_21_21_12_18_15	virtual	virtual	0.8960	1.0112	1	1.0	0.50	1	1.0	0.50	10.825
2019_03_21_21_12_18_258	virtual	virtual	0.8960	1.0112	1	1.0	0.50	1	1.0	0.50	10.825
2019_03_21_21_12_18_363	virtual	virtual	0.9094	1.0273	1	1.0	0.50	1	1.0	0.50	10.776
2019_03_21_21_12_18_481	virtual	virtual	0.9021	1.0185	1	1.0	0.50	1	1.0	0.50	10.776
2019_03_21_21_12_18_585	virtual	virtual	0.9094	1.0273	1	1.0	0.50	1	1.0	0.50	10.776
2019_03_21_21_12_18_691	virtual	virtual	0.9021	1.0185	1	1.0	0.50	1	1.0	0.50	10.776
2019_03_21_21_12_18_807	virtual	virtual	0.8984	1.0141	1	1.0	0.50	1	1.0	0.50	10.776
2019_03_21_21_12_18_911	virtual	virtual	0.9045	1.0214	1	1.0	0.50	1	1.0	0.50	10.776
2019_03_21_21_12_19_021	virtual	virtual	0.9021	1.0185	1	1.0	0.50	1	1.0	0.50	10.776
2019_03_21_21_12_19_126	virtual	virtual	0.9021	1.0185	1	1.0	0.50	1	1.0	0.50	10.776
2019_03_21_21_12_19_242	virtual	virtual	0.9021	1.0185	1	1.0	0.50	1	1.0	0.50	10.776
2019_03_21_21_12_19_35	virtual	virtual	0.8984	1.0141	1	1.0	0.50	1	1.0	0.50	10.776
2019_03_21_21_12_19_458	virtual	virtual	0.9070	1.0244	1	1.0	0.50	1	1.0	0.50	10.776
2019_03_21_21_12_19_565	virtual	virtual	0.9021	1.0185	1	1.0	0.50	1	1.0	0.50	10.776
2019_03_21_21_12_19_674	virtual	virtual	0.9021	1.0185	1	1.0	0.50	1	1.0	0.50	10.776
2019_03_21_21_12_19_787	virtual	virtual	0.8984	1.0141	1	1.0	0.50	1	1.0	0.50	10.776
2019_03_21_21_12_19_897	virtual	virtual	0.9021	1.0185	1	1.0	0.50	1	1.0	0.50	10.776
2019_03_21_21_12_20_002	virtual	virtual	0.8984	1.0141	1	1.0	0.50	1	1.0	0.50	10.776
2019_03_21_21_12_20_11	virtual	virtual	0.9021	1.0185	1	1.0	0.50	1	1.0	0.50	10.776
2019_03_21_21_12_20_22	virtual	virtual	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	10.776
2019_03_21_21_12_20_334	virtual	virtual	0.8984	1.0141	1	1.0	0.50	1	1.0	0.50	10.776
2019_03_21_21_12_20_439	virtual	virtual	0.8936	1.0083	1	1.0	0.50	1	1.0	0.50	10.776
2019_03_21_21_12_20_55	virtual	virtual	0.9045	1.0214	1	1.0	0.50	1	1.0	0.50	10.776
2019_03_21_21_12_20_659	virtual	virtual	0.9070	1.0244	1	1.0	0.50	1	1.0	0.50	10.776
2019_03_21_21_12_20_772	virtual	virtual	0.9021	1.0185	1	1.0	0.50	1	1.0	0.50	10.776
2019_03_21_21_12_20_879	virtual	virtual	0.8936	1.0083	1	1.0	0.50	1	1.0	0.50	10.776
2019_03_21_21_12_20_989	virtual	virtual	0.9070	1.0244	1	1.0	0.50	1	1.0	0.50	10.776
2019_03_21_21_12_21_105	virtual	virtual	0.8960	1.0112	1	1.0	0.50	1	1.0	0.50	10.776
2019_03_21_21_12_21_208	virtual	virtual	0.9119	1.0302	1	1.0	0.50	1	1.0	0.50	10.776
2019_03_21_21_12_21_319	virtual	virtual	0.9070	1.0244	1	1.0	0.50	1	1.0	0.50	10.776
2019_03_21_21_12_21_425	virtual	virtual	0.9021	1.0185	1	1.0	0.50	1	1.0	0.50	10.776
2019_03_21_21_12_21_536	virtual	virtual	0.9143	1.0332	1	1.0	0.50	1	1.0	0.50	10.776
2019_03_21_21_12_21_646	virtual	virtual	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	10.776
2019_03_21_21_12_21_757	virtual	virtual	0.9021	1.0185	1	1.0	0.50	1	1.0	0.50	10.776
2019_03_21_21_12_21_86	virtual	virtual	0.9021	1.0185	1	1.0	0.50	1	1.0	0.50	10.776
2019_03_21_21_12_21_975	virtual	virtual	0.9070	1.0244	1	1.0	0.50	1	1.0	0.50	10.776
2019_03_21_21_12_22_08	virtual	virtual	0.8960	1.0112	1	1.0	0.50	1	1.0	0.50	10.776
2019_03_21_21_12_22_197	virtual	virtual	0.8984	1.0141	1	1.0	0.50	1	1.0	0.50	10.776
2019_03_21_21_12_22_303	virtual	virtual	0.8984	1.0141	1	1.0	0.50	1	1.0	0.50	10.776
2019_03_21_21_12_22_415	virtual	virtual	0.9021	1.0185	1	1.0	0.50	1	1.0	0.50	10.803
2019_03_21_21_12_22_519	virtual	virtual	0.8936	1.0083	1	1.0	0.50	1	1.0	0.50	10.803
2019_03_21_21_12_22_63	virtual	virtual	0.8984	1.0141	1	1.0	0.50	1	1.0	0.50	10.803
2019_03_21_21_12_22_742	virtual	virtual	0.8984	1.0141	1	1.0	0.50	1	1.0	0.50	10.803
2019_03_21_21_12_22_844	virtual	virtual	0.9021	1.0185	1	1.0	0.50	1	1.0	0.50	10.803
2019_03_21_21_12_22_955	virtual	virtual	0.8984	1.0141	1	1.0	0.50	1	1.0	0.50	10.803
2019_03_21_21_12_23_069	virtual	virtual	0.9021	1.0185	1	1.0	0.50	1	1.0	0.50	10.803
2019_03_21_21_12_23_174	virtual	virtual	0.9021	1.0185	1	1.0	0.50	1	1.0	0.50	10.803
2019_03_21_21_12_23_282	virtual	virtual	0.8960	1.0112	1	1.0	0.50	1	1.0	0.50	10.803
2019_03_21_21_12_23_392	virtual	virtual	0.9045	1.0214	1	1.0	0.50	1	1.0	0.50	10.803
2019_03_21_21_12_23_506	virtual	virtual	0.8960	1.0112	1	1.0	0.50	1	1.0	0.50	10.803
2019_03_21_21_12_23_615	virtual	virtual	0.9094	1.0273	1	1.0	0.50	1	1.0	0.50	10.803
2019_03_21_21_12_23_719	virtual	virtual	0.9119	1.0302	1	1.0	0.50	1	1.0	0.50	10.803
2019_03_21_21_12_23_832	virtual	virtual	0.9094	1.0273	1	1.0	0.50	1	1.0	0.50	10.803
2019_03_21_21_12_23_946	virtual	virtual	0.9094	1.0273	1	1.0	0.50	1	1.0	0.50	10.803
2019_03_21_21_12_24_053	virtual	virtual	0.9021	1.0185	1	1.0	0.50	1	1.0	0.50	10.803
2019_03_21_21_12_24_163	virtual	virtual	0.8936	1.0083	1	1.0	0.50	1	1.0	0.50	10.803
2019_03_21_21_12_24_273	virtual	virtual	0.8960	1.0112	1	1.0	0.50	1	1.0	0.50	10.803
2019_03_21_21_12_24_381	virtual	virtual	0.9021	1.0185	1	1.0	0.50	1	1.0	0.50	10.803
2019_03_21_21_12_24_49	virtual	virtual	0.9021	1.0185	1	1.0	0.50	1	1.0	0.50	10.803
2019_03_21_21_12_24_599	virtual	virtual	0.8960	1.0112	1	1.0	0.50	1	1.0	0.50	10.803
2019_03_21_21_12_24_711	virtual	virtual	0.8984	1.0141	1	1.0	0.50	1	1.0	0.50	10.803
2019_03_21_21_12_24_822	virtual	virtual	0.8984	1.0141	1	1.0	0.50	1	1.0	0.50	10.803
2019_03_21_21_12_24_924	virtual	virtual	0.9021	1.0185	1	1.0	0.50	1	1.0	0.50	10.803
2019_03_21_21_12_25_035	virtual	virtual	0.9045	1.0214	1	1.0	0.50	1	1.0	0.50	10.803
2019_03_21_21_12_25_145	virtual	virtual	0.9045	1.0214	1	1.0	0.50	1	1.0	0.50	10.803
2019_03_21_21_12_25_255	virtual	virtual	0.8936	1.0083	1	1.0	0.50	1	1.0	0.50	10.803
2019_03_21_21_12_25_364	virtual	virtual	0.9021	1.0185	1	1.0	0.50	1	1.0	0.50	10.803
2019_03_21_21_12_25_477	virtual	virtual	0.9070	1.0244	1	1.0	0.50	1	1.0	0.50	10.803
2019_03_21_21_12_25_583	virtual	virtual	0.8984	1.0141	1	1.0	0.50	1	1.0	0.50	10.803
2019_03_21_21_12_25_694	virtual	virtual	0.9021	1.0185	1	1.0	0.50	1	1.0	0.50	10.803
2019_03_21_21_12_25_799	virtual	virtual	0.8960	1.0112	1	1.0	0.50	1	1.0	0.50	10.803
2019_03_21_21_12_25_912	virtual	virtual	0.9045	1.0214	1	1.0	0.50	1	1.0	0.50	10.803
2019_03_21_21_12_26_018	virtual	virtual	0.9021	1.0185	1	1.0	0.50	1	1.0	0.50	10.803
2019_03_21_21_12_26_13	virtual	virtual	0.9021	1.0185	1	1.0	0.50	1	1.0	0.50	10.803
2019_03_21_21_12_26_242	virtual	virtual	0.8984	1.0141	1	1.0	0.50	1	1.0	0.50	10.803
2019_03_21_21_12_26_353	virtual	virtual	0.9021	1.0185	1	1.0	0.50	1	1.0	0.50	10.846
2019_03_21_21_12_26_462	virtual	virtual	0.8960	1.0112	1	1.0	0.50	1	1.0	0.50	10.846
2019_03_21_21_12_26_571	virtual	virtual	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	10.846
2019_03_21_21_12_26_677	virtual	virtual	0.9021	1.0185	1	1.0	0.50	1	1.0	0.50	10.846
2019_03_21_21_12_26_783	virtual	virtual	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	10.846
2019_03_21_21_12_26_893	virtual	virtual	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	10.846
2019_03_21_21_12_27_001	virtual	virtual	0.9021	1.0185	1	1.0	0.50	1	1.0	0.50	10.846
2019_03_21_21_12_27_113	virtual	virtual	0.8984	1.0141	1	1.0	0.50	1	1.0	0.50	10.846
2019_03_21_21_12_27_22	virtual	virtual	0.8984	1.0141	1	1.0	0.50	1	1.0	0.50	10.846
2019_03_21_21_12_27_335	virtual	virtual	0.8960	1.0112	1	1.0	0.50	1	1.0	0.50	10.846
2019_03_21_21_12_27_44	virtual	virtual	0.9045	1.0214	1	1.0	0.50	1	1.0	0.50	10.846
2019_03_21_21_12_27_551	virtual	virtual	0.8960	1.0112	1	1.0	0.50	1	1.0	0.50	10.846
2019_03_21_21_12_27_658	virtual	virtual	0.9021	1.0185	1	1.0	0.50	1	1.0	0.50	10.846
2019_03_21_21_12_27_772	virtual	virtual	0.9021	1.0185	1	1.0	0.50	1	1.0	0.50	10.846
2019_03_21_21_12_27_88	virtual	virtual	0.8984	1.0141	1	1.0	0.50	1	1.0	0.50	10.846
2019_03_21_21_12_27_991	virtual	virtual	0.8984	1.0141	1	1.0	0.50	1	1.0	0.50	10.846
2019_03_21_21_12_28_096	virtual	virtual	0.9021	1.0185	1	1.0	0.50	1	1.0	0.50	10.846
2019_03_21_21_12_28_209	virtual	virtual	0.8960	1.0112	1	1.0	0.50	1	1.0	0.50	10.846
2019_03_21_21_12_28_319	virtual	virtual	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	10.846
2019_03_21_21_12_28_429	virtual	virtual	0.8960	1.0112	1	1.0	0.50	1	1.0	0.50	10.846
2019_03_21_21_12_28_535	virtual	virtual	0.8984	1.0141	1	1.0	0.50	1	1.0	0.50	10.846
2019_03_21_21_12_28_642	virtual	virtual	0.9021	1.0185	1	1.0	0.50	1	1.0	0.50	10.846
2019_03_21_21_12_28_753	virtual	virtual	0.9045	1.0214	1	1.0	0.50	1	1.0	0.50	10.846
2019_03_21_21_12_28_867	virtual	virtual	0.9021	1.0185	1	1.0	0.50	1	1.0	0.50	10.846
2019_03_21_21_12_28_975	virtual	virtual	0.9021	1.0185	1	1.0	0.50	1	1.0	0.50	10.846
2019_03_21_21_12_29_089	virtual	virtual	0.9119	1.0302	1	1.0	0.50	1	1.0	0.50	10.846
2019_03_21_21_12_29_198	virtual	virtual	0.9045	1.0214	1	1.0	0.50	1	1.0	0.50	10.846
2019_03_21_21_12_29_307	virtual	virtual	0.9021	1.0185	1	1.0	0.50	1	1.0	0.50	10.846
2019_03_21_21_12_29_413	virtual	virtual	0.8960	1.0112	1	1.0	0.50	1	1.0	0.50	10.846
2019_03_21_21_12_29_516	virtual	virtual	0.8960	1.0112	1	1.0	0.50	1	1.0	0.50	10.846
2019_03_21_21_12_29_627	virtual	virtual	0.9045	1.0214	1	1.0	0.50	1	1.0	0.50	10.846
2019_03_21_21_12_29_739	virtual	virtual	0.9021	1.0185	1	1.0	0.50	1	1.0	0.50	10.846
2019_03_21_21_12_29_846	virtual	virtual	0.9070	1.0244	1	1.0	0.50	1	1.0	0.50	10.846
2019_03_21_21_12_29_96	virtual	virtual	0.9021	1.0185	1	1.0	0.50	1	1.0	0.50	10.846
2019_03_21_21_12_30_072	virtual	virtual	0.8936	1.0083	1	1.0	0.50	1	1.0	0.50	10.846
2019_03_21_21_12_30_176	virtual	virtual	0.9021	1.0185	1	1.0	0.50	1	1.0	0.50	10.846
2019_03_21_21_12_30_287	virtual	virtual	0.8936	1.0083	1	1.0	0.50	1	1.0	0.50	10.846
2019_03_21_21_12_30_399	virtual	virtual	0.9021	1.0185	1	1.0	0.50	1	1.0	0.50	10.879
2019_03_21_21_12_30_503	virtual	virtual	0.9021	1.0185	1	1.0	0.50	1	1.0	0.50	10.879
2019_03_21_21_12_30_611	virtual	virtual	0.8960	1.0112	1	1.0	0.50	1	1.0	0.50	10.879
2019_03_21_21_12_30_721	virtual	virtual	0.8960	1.0112	1	1.0	0.50	1	1.0	0.50	10.879
2019_03_21_21_12_30_833	virtual	virtual	0.9021	1.0185	1	1.0	0.50	1	1.0	0.50	10.879
2019_03_21_21_12_30_943	virtual	virtual	0.9021	1.0185	1	1.0	0.50	1	1.0	0.50	10.879
2019_03_21_21_12_31_052	virtual	virtual	0.8960	1.0112	1	1.0	0.50	1	1.0	0.50	10.879
2019_03_21_21_12_31_159	virtual	virtual	0.9045	1.0214	1	1.0	0.50	1	1.0	0.50	10.879
2019_03_21_21_12_31_273	virtual	virtual	0.8936	1.0083	1	1.0	0.50	1	1.0	0.50	10.879
2019_03_21_21_12_31_377	virtual	virtual	0.8984	1.0141	1	1.0	0.50	1	1.0	0.50	10.879
2019_03_21_21_12_31_49	virtual	virtual	0.9021	1.0185	1	1.0	0.50	1	1.0	0.50	10.879
2019_03_21_21_12_31_599	virtual	virtual	0.8960	1.0112	1	1.0	0.50	1	1.0	0.50	10.879
2019_03_21_21_12_31_703	virtual	virtual	0.8936	1.0083	1	1.0	0.50	1	1.0	0.50	10.879
2019_03_21_21_12_31_82	virtual	virtual	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	10.879
2019_03_21_21_12_31_923	virtual	virtual	0.8984	1.0141	1	1.0	0.50	1	1.0	0.50	10.879
2019_03_21_21_12_32_035	virtual	virtual	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	10.879
2019_03_21_21_12_32_146	virtual	virtual	0.8984	1.0141	1	1.0	0.50	1	1.0	0.50	10.879
2019_03_21_21_12_32_252	virtual	virtual	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	10.879
2019_03_21_21_12_32_363	virtual	virtual	0.8984	1.0141	1	1.0	0.50	1	1.0	0.50	10.879
2019_03_21_21_12_32_474	virtual	virtual	0.9021	1.0185	1	1.0	0.50	1	1.0	0.50	10.879
2019_03_21_21_12_32_58	virtual	virtual	0.8960	1.0112	1	1.0	0.50	1	1.0	0.50	10.879
2019_03_21_21_12_32_688	virtual	virtual	0.8936	1.0083	1	1.0	0.50	1	1.0	0.50	10.879
2019_03_21_21_12_32_803	virtual	virtual	0.8960	1.0112	1	1.0	0.50	1	1.0	0.50	10.879
2019_03_21_21_12_32_908	virtual	virtual	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	10.879
2019_03_21_21_12_33_017	virtual	virtual	0.8960	1.0112	1	1.0	0.50	1	1.0	0.50	10.879
2019_03_21_21_12_33_127	virtual	virtual	0.9021	1.0185	1	1.0	0.50	1	1.0	0.50	10.879
2019_03_21_21_12_33_243	virtual	virtual	0.9021	1.0185	1	1.0	0.50	1	1.0	0.50	10.879
2019_03_21_21_12_33_349	virtual	virtual	0.8984	1.0141	1	1.0	0.50	1	1.0	0.50	10.879
2019_03_21_21_12_33_46	virtual	virtual	0.8984	1.0141	1	1.0	0.50	1	1.0	0.50	10.879
2019_03_21_21_12_33_57	virtual	virtual	0.8936	1.0083	1	1.0	0.50	1	1.0	0.50	10.879
2019_03_21_21_12_33_673	virtual	virtual	0.9021	1.0185	1	1.0	0.50	1	1.0	0.50	10.879
2019_03_21_21_12_33_784	virtual	virtual	0.8984	1.0141	1	1.0	0.50	1	1.0	0.50	10.879
2019_03_21_21_12_33_892	virtual	virtual	0.8960	1.0112	1	1.0	0.50	1	1.0	0.50	10.879
2019_03_21_21_12_34_002	virtual	virtual	0.9094	1.0273	1	1.0	0.50	1	1.0	0.50	10.879
2019_03_21_21_12_34_118	virtual	virtual	0.8984	1.0141	1	1.0	0.50	1	1.0	0.50	10.879
2019_03_21_21_12_34_22	virtual	virtual	0.9094	1.0273	1	1.0	0.50	1	1.0	0.50	10.879
2019_03_21_21_12_34_337	virtual	virtual	0.9021	1.0185	1	1.0	0.50	1	1.0	0.50	10.879
2019_03_21_21_12_34_442	virtual	virtual	0.8984	1.0141	1	1.0	0.50	1	1.0	0.50	10.895
2019_03_21_21_12_34_549	virtual	virtual	0.8984	1.0141	1	1.0	0.50	1	1.0	0.50	10.895
2019_03_21_21_12_34_67	virtual	virtual	0.9021	1.0185	1	1.0	0.50	1	1.0	0.50	10.895
2019_03_21_21_12_34_772	virtual	virtual	0.8960	1.0112	1	1.0	0.50	1	1.0	0.50	10.895
2019_03_21_21_12_34_879	virtual	virtual	0.8960	1.0112	1	1.0	0.50	1	1.0	0.50	10.895
2019_03_21_21_12_34_989	virtual	virtual	0.9021	1.0185	1	1.0	0.50	1	1.0	0.50	10.895
2019_03_21_21_12_35_1	virtual	virtual	0.8984	1.0141	1	1.0	0.50	1	1.0	0.50	10.895
2019_03_21_21_12_35_205	virtual	virtual	0.8984	1.0141	1	1.0	0.50	1	1.0	0.50	10.895
2019_03_21_21_12_35_314	virtual	virtual	0.9021	1.0185	1	1.0	0.50	1	1.0	0.50	10.895
2019_03_21_21_12_35_427	virtual	virtual	0.9094	1.0273	1	1.0	0.50	1	1.0	0.50	10.895
2019_03_21_21_12_35_533	virtual	virtual	0.9045	1.0214	1	1.0	0.50	1	1.0	0.50	10.895
2019_03_21_21_12_35_645	virtual	virtual	0.9045	1.0214	1	1.0	0.50	1	1.0	0.50	10.895
2019_03_21_21_12_35_757	virtual	virtual	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	10.895
2019_03_21_21_12_35_866	virtual	virtual	0.9021	1.0185	1	1.0	0.50	1	1.0	0.50	10.895
2019_03_21_21_12_35_975	virtual	virtual	0.9021	1.0185	1	1.0	0.50	1	1.0	0.50	10.895
2019_03_21_21_12_36_085	virtual	virtual	0.8984	1.0141	1	1.0	0.50	1	1.0	0.50	10.895
2019_03_21_21_12_36_19	virtual	virtual	0.9021	1.0185	1	1.0	0.50	1	1.0	0.50	10.895
2019_03_21_21_12_36_303	virtual	virtual	0.8936	1.0083	1	1.0	0.50	1	1.0	0.50	10.895
2019_03_21_21_12_36_409	virtual	virtual	0.8960	1.0112	1	1.0	0.50	1	1.0	0.50	10.895
2019_03_21_21_12_36_52	virtual	virtual	0.8984	1.0141	1	1.0	0.50	1	1.0	0.50	10.895
2019_03_21_21_12_36_629	virtual	virtual	0.9045	1.0214	1	1.0	0.50	1	1.0	0.50	10.895
2019_03_21_21_12_36_736	virtual	virtual	0.9021	1.0185	1	1.0	0.50	1	1.0	0.50	10.895
2019_03_21_21_12_36_848	virtual	virtual	0.9021	1.0185	1	1.0	0.50	1	1.0	0.50	10.895
2019_03_21_21_12_36_959	virtual	virtual	0.8960	1.0112	1	1.0	0.50	1	1.0	0.50	10.895
2019_03_21_21_12_37_064	virtual	virtual	0.8984	1.0141	1	1.0	0.50	1	1.0	0.50	10.895
2019_03_21_21_12_37_178	virtual	virtual	0.9021	1.0185	1	1.0	0.50	1	1.0	0.50	10.895
2019_03_21_21_12_37_288	virtual	virtual	0.9021	1.0185	1	1.0	0.50	1	1.0	0.50	10.895
2019_03_21_21_12_37_397	virtual	virtual	0.9021	1.0185	1	1.0	0.50	1	1.0	0.50	10.895
2019_03_21_21_12_37_507	virtual	virtual	0.8960	1.0112	1	1.0	0.50	1	1.0	0.50	10.895
2019_03_21_21_12_37_615	virtual	virtual	0.8936	1.0083	1	1.0	0.50	1	1.0	0.50	10.895
2019_03_21_21_12_37_724	virtual	virtual	0.8984	1.0141	1	1.0	0.50	1	1.0	0.50	10.895
2019_03_21_21_12_37_832	virtual	virtual	0.9021	1.0185	1	1.0	0.50	1	1.0	0.50	10.895
2019_03_21_21_12_37_944	virtual	virtual	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	10.895
2019_03_21_21_12_38_049	virtual	virtual	0.8960	1.0112	1	1.0	0.50	1	1.0	0.50	10.895
2019_03_21_21_12_38_159	virtual	virtual	0.8936	1.0083	1	1.0	0.50	1	1.0	0.50	10.895
2019_03_21_21_12_38_268	virtual	virtual	0.8984	1.0141	1	1.0	0.50	1	1.0	0.50	10.895
2019_03_21_21_12_38_384	virtual	virtual	0.9094	1.0273	1	1.0	0.50	1	1.0	0.50	10.943
2019_03_21_21_12_38_493	virtual	virtual	0.8936	1.0083	1	1.0	0.50	1	1.0	0.50	10.943
2019_03_21_21_12_38_597	virtual	virtual	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	10.943
2019_03_21_21_12_38_709	virtual	virtual	0.9021	1.0185	1	1.0	0.50	1	1.0	0.50	10.943
2019_03_21_21_12_38_82	virtual	virtual	0.9045	1.0214	1	1.0	0.50	1	1.0	0.50	10.943
2019_03_21_21_12_38_924	virtual	virtual	0.8984	1.0141	1	1.0	0.50	1	1.0	0.50	10.943
2019_03_21_21_12_39_035	virtual	virtual	0.8960	1.0112	1	1.0	0.50	1	1.0	0.50	10.943
2019_03_21_21_12_39_142	virtual	virtual	0.9021	1.0185	1	1.0	0.50	1	1.0	0.50	10.943
2019_03_21_21_12_39_258	virtual	virtual	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	10.943
