Real-Time Sampling Data	V1	T(Celsius)	V2	P(MPa)	Do_1	Cycle(s)	Ratio	Do_2	Cycle(s)	Ratio	Flow(L/min)
2019_03_21_21_09_23_041	virtual	virtual	0.9094	1.0273	1	1.0	0.50	1	1.0	0.50	6.531
2019_03_21_21_09_23_146	virtual	virtual	0.9253	1.0463	1	1.0	0.50	1	1.0	0.50	6.531
2019_03_21_21_09_23_259	virtual	virtual	0.9070	1.0244	1	1.0	0.50	1	1.0	0.50	6.531
2019_03_21_21_09_23_36	virtual	virtual	0.9167	1.0361	1	1.0	0.50	1	1.0	0.50	6.531
2019_03_21_21_09_23_476	virtual	virtual	0.9167	1.0361	1	1.0	0.50	1	1.0	0.50	6.531
2019_03_21_21_09_23_583	virtual	virtual	0.9094	1.0273	1	1.0	0.50	1	1.0	0.50	6.531
2019_03_21_21_09_23_694	virtual	virtual	0.9253	1.0463	1	1.0	0.50	1	1.0	0.50	6.531
2019_03_21_21_09_23_802	virtual	virtual	0.9277	1.0493	1	1.0	0.50	1	1.0	0.50	6.531
2019_03_21_21_09_23_913	virtual	virtual	0.9167	1.0361	1	1.0	0.50	1	1.0	0.50	6.531
2019_03_21_21_09_24_023	virtual	virtual	0.9192	1.0390	1	1.0	0.50	1	1.0	0.50	6.531
2019_03_21_21_09_24_135	virtual	virtual	0.9143	1.0332	1	1.0	0.50	1	1.0	0.50	6.531
2019_03_21_21_09_24_245	virtual	virtual	0.9094	1.0273	1	1.0	0.50	1	1.0	0.50	6.531
2019_03_21_21_09_24_354	virtual	virtual	0.9143	1.0332	1	1.0	0.50	1	1.0	0.50	6.531
2019_03_21_21_09_24_462	virtual	virtual	0.9192	1.0390	1	1.0	0.50	1	1.0	0.50	6.531
2019_03_21_21_09_24_565	virtual	virtual	0.9094	1.0273	1	1.0	0.50	1	1.0	0.50	6.531
2019_03_21_21_09_24_678	virtual	virtual	0.9070	1.0244	1	1.0	0.50	1	1.0	0.50	6.531
2019_03_21_21_09_24_788	virtual	virtual	0.9143	1.0332	1	1.0	0.50	1	1.0	0.50	6.531
2019_03_21_21_09_24_897	virtual	virtual	0.9192	1.0390	1	1.0	0.50	1	1.0	0.50	6.531
2019_03_21_21_09_25_002	virtual	virtual	0.9192	1.0390	1	1.0	0.50	1	1.0	0.50	6.531
2019_03_21_21_09_25_115	virtual	virtual	0.9192	1.0390	1	1.0	0.50	1	1.0	0.50	6.531
2019_03_21_21_09_25_222	virtual	virtual	0.9229	1.0434	1	1.0	0.50	1	1.0	0.50	6.531
2019_03_21_21_09_25_335	virtual	virtual	0.9119	1.0302	1	1.0	0.50	1	1.0	0.50	6.531
2019_03_21_21_09_25_444	virtual	virtual	0.9192	1.0390	1	1.0	0.50	1	1.0	0.50	6.531
2019_03_21_21_09_25_549	virtual	virtual	0.9119	1.0302	1	1.0	0.50	1	1.0	0.50	6.531
2019_03_21_21_09_25_664	virtual	virtual	0.9094	1.0273	1	1.0	0.50	1	1.0	0.50	6.531
2019_03_21_21_09_25_765	virtual	virtual	0.9192	1.0390	1	1.0	0.50	1	1.0	0.50	6.531
2019_03_21_21_09_25_881	virtual	virtual	0.9143	1.0332	1	1.0	0.50	1	1.0	0.50	6.531
2019_03_21_21_09_25_989	virtual	virtual	0.9094	1.0273	1	1.0	0.50	1	1.0	0.50	6.531
2019_03_21_21_09_26_1	virtual	virtual	0.9253	1.0463	1	1.0	0.50	1	1.0	0.50	6.531
2019_03_21_21_09_26_208	virtual	virtual	0.9192	1.0390	1	1.0	0.50	1	1.0	0.50	6.531
2019_03_21_21_09_26_319	virtual	virtual	0.9167	1.0361	1	1.0	0.50	1	1.0	0.50	6.531
2019_03_21_21_09_26_423	virtual	virtual	0.9192	1.0390	1	1.0	0.50	1	1.0	0.50	12.010
2019_03_21_21_09_26_533	virtual	virtual	0.9119	1.0302	1	1.0	0.50	1	1.0	0.50	12.010
2019_03_21_21_09_26_644	virtual	virtual	0.9119	1.0302	1	1.0	0.50	1	1.0	0.50	12.010
2019_03_21_21_09_26_756	virtual	virtual	0.9302	1.0522	1	1.0	0.50	1	1.0	0.50	12.010
2019_03_21_21_09_26_866	virtual	virtual	0.9253	1.0463	1	1.0	0.50	1	1.0	0.50	12.010
2019_03_21_21_09_26_976	virtual	virtual	0.9192	1.0390	1	1.0	0.50	1	1.0	0.50	12.010
2019_03_21_21_09_27_082	virtual	virtual	0.9167	1.0361	1	1.0	0.50	1	1.0	0.50	12.010
2019_03_21_21_09_27_189	virtual	virtual	0.9192	1.0390	1	1.0	0.50	1	1.0	0.50	12.010
2019_03_21_21_09_27_3	virtual	virtual	0.9143	1.0332	1	1.0	0.50	1	1.0	0.50	12.010
2019_03_21_21_09_27_408	virtual	virtual	0.9094	1.0273	1	1.0	0.50	1	1.0	0.50	12.010
2019_03_21_21_09_27_522	virtual	virtual	0.9119	1.0302	1	1.0	0.50	1	1.0	0.50	12.010
2019_03_21_21_09_27_627	virtual	virtual	0.9119	1.0302	1	1.0	0.50	1	1.0	0.50	12.010
2019_03_21_21_09_27_743	virtual	virtual	0.9167	1.0361	1	1.0	0.50	1	1.0	0.50	12.010
2019_03_21_21_09_27_852	virtual	virtual	0.9253	1.0463	1	1.0	0.50	1	1.0	0.50	12.010
2019_03_21_21_09_27_955	virtual	virtual	0.9253	1.0463	1	1.0	0.50	1	1.0	0.50	12.010
2019_03_21_21_09_28_065	virtual	virtual	0.9277	1.0493	1	1.0	0.50	1	1.0	0.50	12.010
2019_03_21_21_09_28_179	virtual	virtual	0.9192	1.0390	1	1.0	0.50	1	1.0	0.50	12.010
2019_03_21_21_09_28_287	virtual	virtual	0.9192	1.0390	1	1.0	0.50	1	1.0	0.50	12.010
2019_03_21_21_09_28_392	virtual	virtual	0.9192	1.0390	1	1.0	0.50	1	1.0	0.50	12.010
2019_03_21_21_09_28_506	virtual	virtual	0.9192	1.0390	1	1.0	0.50	1	1.0	0.50	12.010
2019_03_21_21_09_28_616	virtual	virtual	0.9094	1.0273	1	1.0	0.50	1	1.0	0.50	12.010
2019_03_21_21_09_28_722	virtual	virtual	0.9167	1.0361	1	1.0	0.50	1	1.0	0.50	12.010
2019_03_21_21_09_28_836	virtual	virtual	0.9167	1.0361	1	1.0	0.50	1	1.0	0.50	12.010
2019_03_21_21_09_28_944	virtual	virtual	0.9094	1.0273	1	1.0	0.50	1	1.0	0.50	12.010
2019_03_21_21_09_29_055	virtual	virtual	0.9229	1.0434	1	1.0	0.50	1	1.0	0.50	12.010
2019_03_21_21_09_29_162	virtual	virtual	0.9094	1.0273	1	1.0	0.50	1	1.0	0.50	12.010
2019_03_21_21_09_29_276	virtual	virtual	0.9229	1.0434	1	1.0	0.50	1	1.0	0.50	12.010
2019_03_21_21_09_29_379	virtual	virtual	0.9192	1.0390	1	1.0	0.50	1	1.0	0.50	12.010
2019_03_21_21_09_29_491	virtual	virtual	0.9229	1.0434	1	1.0	0.50	1	1.0	0.50	12.010
2019_03_21_21_09_29_6	virtual	virtual	0.9229	1.0434	1	1.0	0.50	1	1.0	0.50	12.010
2019_03_21_21_09_29_707	virtual	virtual	0.9143	1.0332	1	1.0	0.50	1	1.0	0.50	12.010
2019_03_21_21_09_29_819	virtual	virtual	0.9326	1.0551	1	1.0	0.50	1	1.0	0.50	12.010
2019_03_21_21_09_29_924	virtual	virtual	0.9192	1.0390	1	1.0	0.50	1	1.0	0.50	12.010
2019_03_21_21_09_30_038	virtual	virtual	0.9229	1.0434	1	1.0	0.50	1	1.0	0.50	12.010
2019_03_21_21_09_30_145	virtual	virtual	0.9192	1.0390	1	1.0	0.50	1	1.0	0.50	12.010
2019_03_21_21_09_30_255	virtual	virtual	0.9119	1.0302	1	1.0	0.50	1	1.0	0.50	12.010
2019_03_21_21_09_30_366	virtual	virtual	0.9167	1.0361	1	1.0	0.50	1	1.0	0.50	12.234
2019_03_21_21_09_30_473	virtual	virtual	0.9167	1.0361	1	1.0	0.50	1	1.0	0.50	12.234
2019_03_21_21_09_30_581	virtual	virtual	0.9143	1.0332	1	1.0	0.50	1	1.0	0.50	12.234
2019_03_21_21_09_30_688	virtual	virtual	0.9229	1.0434	1	1.0	0.50	1	1.0	0.50	12.234
2019_03_21_21_09_30_799	virtual	virtual	0.9229	1.0434	1	1.0	0.50	1	1.0	0.50	12.234
2019_03_21_21_09_30_909	virtual	virtual	0.9277	1.0493	1	1.0	0.50	1	1.0	0.50	12.234
2019_03_21_21_09_31_018	virtual	virtual	0.9229	1.0434	1	1.0	0.50	1	1.0	0.50	12.234
2019_03_21_21_09_31_132	virtual	virtual	0.9192	1.0390	1	1.0	0.50	1	1.0	0.50	12.234
2019_03_21_21_09_31_246	virtual	virtual	0.9143	1.0332	1	1.0	0.50	1	1.0	0.50	12.234
2019_03_21_21_09_31_35	virtual	virtual	0.9192	1.0390	1	1.0	0.50	1	1.0	0.50	12.234
2019_03_21_21_09_31_456	virtual	virtual	0.9253	1.0463	1	1.0	0.50	1	1.0	0.50	12.234
2019_03_21_21_09_31_563	virtual	virtual	0.9167	1.0361	1	1.0	0.50	1	1.0	0.50	12.234
2019_03_21_21_09_31_677	virtual	virtual	0.9119	1.0302	1	1.0	0.50	1	1.0	0.50	12.234
2019_03_21_21_09_31_783	virtual	virtual	0.9229	1.0434	1	1.0	0.50	1	1.0	0.50	12.234
2019_03_21_21_09_31_9	virtual	virtual	0.9192	1.0390	1	1.0	0.50	1	1.0	0.50	12.234
2019_03_21_21_09_32_002	virtual	virtual	0.9119	1.0302	1	1.0	0.50	1	1.0	0.50	12.234
2019_03_21_21_09_32_111	virtual	virtual	0.9192	1.0390	1	1.0	0.50	1	1.0	0.50	12.234
2019_03_21_21_09_32_22	virtual	virtual	0.9167	1.0361	1	1.0	0.50	1	1.0	0.50	12.234
2019_03_21_21_09_32_331	virtual	virtual	0.9229	1.0434	1	1.0	0.50	1	1.0	0.50	12.234
2019_03_21_21_09_32_441	virtual	virtual	0.9253	1.0463	1	1.0	0.50	1	1.0	0.50	12.234
2019_03_21_21_09_32_551	virtual	virtual	0.9229	1.0434	1	1.0	0.50	1	1.0	0.50	12.234
2019_03_21_21_09_32_658	virtual	virtual	0.9229	1.0434	1	1.0	0.50	1	1.0	0.50	12.234
2019_03_21_21_09_32_766	virtual	virtual	0.9229	1.0434	1	1.0	0.50	1	1.0	0.50	12.234
2019_03_21_21_09_32_886	virtual	virtual	0.9167	1.0361	1	1.0	0.50	1	1.0	0.50	12.234
2019_03_21_21_09_32_988	virtual	virtual	0.9119	1.0302	1	1.0	0.50	1	1.0	0.50	12.234
2019_03_21_21_09_33_099	virtual	virtual	0.9192	1.0390	1	1.0	0.50	1	1.0	0.50	12.234
2019_03_21_21_09_33_205	virtual	virtual	0.9167	1.0361	1	1.0	0.50	1	1.0	0.50	12.234
2019_03_21_21_09_33_319	virtual	virtual	0.9143	1.0332	1	1.0	0.50	1	1.0	0.50	12.234
2019_03_21_21_09_33_429	virtual	virtual	0.9192	1.0390	1	1.0	0.50	1	1.0	0.50	12.234
2019_03_21_21_09_33_533	virtual	virtual	0.9167	1.0361	1	1.0	0.50	1	1.0	0.50	12.234
2019_03_21_21_09_33_647	virtual	virtual	0.9277	1.0493	1	1.0	0.50	1	1.0	0.50	12.234
2019_03_21_21_09_33_759	virtual	virtual	0.9192	1.0390	1	1.0	0.50	1	1.0	0.50	12.234
2019_03_21_21_09_33_869	virtual	virtual	0.9192	1.0390	1	1.0	0.50	1	1.0	0.50	12.234
2019_03_21_21_09_33_974	virtual	virtual	0.9192	1.0390	1	1.0	0.50	1	1.0	0.50	12.234
2019_03_21_21_09_34_082	virtual	virtual	0.9119	1.0302	1	1.0	0.50	1	1.0	0.50	12.234
2019_03_21_21_09_34_192	virtual	virtual	0.9143	1.0332	1	1.0	0.50	1	1.0	0.50	12.234
2019_03_21_21_09_34_302	virtual	virtual	0.9192	1.0390	1	1.0	0.50	1	1.0	0.50	12.234
2019_03_21_21_09_34_411	virtual	virtual	0.9167	1.0361	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_34_522	virtual	virtual	0.9119	1.0302	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_34_633	virtual	virtual	0.9167	1.0361	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_34_737	virtual	virtual	0.9119	1.0302	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_34_852	virtual	virtual	0.9192	1.0390	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_34_96	virtual	virtual	0.9094	1.0273	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_35_07	virtual	virtual	0.9167	1.0361	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_35_177	virtual	virtual	0.9094	1.0273	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_35_289	virtual	virtual	0.9229	1.0434	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_35_393	virtual	virtual	0.9253	1.0463	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_35_505	virtual	virtual	0.9229	1.0434	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_35_616	virtual	virtual	0.9167	1.0361	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_35_726	virtual	virtual	0.9192	1.0390	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_35_836	virtual	virtual	0.9167	1.0361	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_35_94	virtual	virtual	0.9192	1.0390	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_36_049	virtual	virtual	0.9167	1.0361	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_36_16	virtual	virtual	0.9094	1.0273	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_36_267	virtual	virtual	0.9167	1.0361	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_36_382	virtual	virtual	0.9192	1.0390	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_36_492	virtual	virtual	0.9192	1.0390	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_36_603	virtual	virtual	0.9229	1.0434	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_36_707	virtual	virtual	0.9192	1.0390	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_36_819	virtual	virtual	0.9229	1.0434	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_36_927	virtual	virtual	0.9192	1.0390	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_37_039	virtual	virtual	0.9192	1.0390	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_37_145	virtual	virtual	0.9119	1.0302	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_37_254	virtual	virtual	0.9167	1.0361	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_37_368	virtual	virtual	0.9070	1.0244	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_37_473	virtual	virtual	0.9229	1.0434	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_37_581	virtual	virtual	0.9119	1.0302	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_37_691	virtual	virtual	0.9192	1.0390	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_37_8	virtual	virtual	0.9167	1.0361	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_37_912	virtual	virtual	0.9167	1.0361	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_38_019	virtual	virtual	0.9143	1.0332	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_38_13	virtual	virtual	0.9277	1.0493	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_38_243	virtual	virtual	0.9094	1.0273	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_38_349	virtual	virtual	0.9192	1.0390	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_38_46	virtual	virtual	0.9167	1.0361	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_38_565	virtual	virtual	0.9094	1.0273	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_38_678	virtual	virtual	0.9253	1.0463	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_38_789	virtual	virtual	0.9167	1.0361	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_38_896	virtual	virtual	0.9094	1.0273	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_39_001	virtual	virtual	0.9229	1.0434	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_39_12	virtual	virtual	0.9094	1.0273	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_39_223	virtual	virtual	0.9253	1.0463	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_39_329	virtual	virtual	0.9192	1.0390	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_39_442	virtual	virtual	0.9119	1.0302	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_39_549	virtual	virtual	0.9119	1.0302	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_39_663	virtual	virtual	0.9192	1.0390	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_39_767	virtual	virtual	0.9192	1.0390	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_39_879	virtual	virtual	0.9167	1.0361	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_39_992	virtual	virtual	0.9119	1.0302	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_40_096	virtual	virtual	0.9167	1.0361	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_40_212	virtual	virtual	0.9229	1.0434	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_40_314	virtual	virtual	0.9192	1.0390	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_40_426	virtual	virtual	0.9229	1.0434	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_40_534	virtual	virtual	0.9094	1.0273	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_40_646	virtual	virtual	0.9192	1.0390	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_40_749	virtual	virtual	0.9143	1.0332	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_40_86	virtual	virtual	0.9143	1.0332	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_40_974	virtual	virtual	0.9070	1.0244	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_41_086	virtual	virtual	0.9229	1.0434	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_41_196	virtual	virtual	0.9094	1.0273	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_41_307	virtual	virtual	0.9070	1.0244	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_41_411	virtual	virtual	0.9192	1.0390	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_41_52	virtual	virtual	0.9229	1.0434	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_41_626	virtual	virtual	0.9192	1.0390	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_41_738	virtual	virtual	0.9167	1.0361	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_41_846	virtual	virtual	0.9119	1.0302	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_41_961	virtual	virtual	0.9229	1.0434	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_42_067	virtual	virtual	0.9192	1.0390	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_42_18	virtual	virtual	0.9192	1.0390	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_42_288	virtual	virtual	0.9094	1.0273	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_42_391	virtual	virtual	0.9192	1.0390	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_42_505	virtual	virtual	0.9229	1.0434	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_42_615	virtual	virtual	0.9192	1.0390	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_42_723	virtual	virtual	0.9094	1.0273	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_42_834	virtual	virtual	0.9143	1.0332	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_42_941	virtual	virtual	0.9094	1.0273	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_43_05	virtual	virtual	0.9119	1.0302	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_43_161	virtual	virtual	0.9167	1.0361	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_43_267	virtual	virtual	0.9119	1.0302	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_43_384	virtual	virtual	0.9119	1.0302	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_43_493	virtual	virtual	0.9192	1.0390	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_43_602	virtual	virtual	0.9094	1.0273	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_43_713	virtual	virtual	0.9192	1.0390	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_43_822	virtual	virtual	0.9167	1.0361	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_43_925	virtual	virtual	0.9119	1.0302	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_44_038	virtual	virtual	0.9167	1.0361	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_44_142	virtual	virtual	0.9167	1.0361	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_44_254	virtual	virtual	0.9192	1.0390	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_44_368	virtual	virtual	0.9192	1.0390	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_44_475	virtual	virtual	0.9192	1.0390	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_44_582	virtual	virtual	0.9119	1.0302	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_44_692	virtual	virtual	0.9192	1.0390	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_44_801	virtual	virtual	0.9167	1.0361	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_44_913	virtual	virtual	0.9253	1.0463	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_45_021	virtual	virtual	0.9192	1.0390	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_45_129	virtual	virtual	0.9192	1.0390	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_45_244	virtual	virtual	0.9167	1.0361	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_45_346	virtual	virtual	0.9253	1.0463	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_45_457	virtual	virtual	0.9192	1.0390	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_45_569	virtual	virtual	0.9192	1.0390	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_45_674	virtual	virtual	0.9167	1.0361	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_45_787	virtual	virtual	0.9119	1.0302	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_45_896	virtual	virtual	0.9302	1.0522	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_46_008	virtual	virtual	0.9192	1.0390	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_46_116	virtual	virtual	0.9094	1.0273	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_46_226	virtual	virtual	0.9167	1.0361	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_46_334	virtual	virtual	0.9192	1.0390	1	1.0	0.50	1	1.0	0.50	12.348
2019_03_21_21_09_46_444	virtual	virtual	0.9167	1.0361	1	1.0	0.50	1	1.0	0.50	12.343
2019_03_21_21_09_46_55	virtual	virtual	0.9192	1.0390	1	1.0	0.50	1	1.0	0.50	12.343
2019_03_21_21_09_46_658	virtual	virtual	0.9277	1.0493	1	1.0	0.50	1	1.0	0.50	12.343
2019_03_21_21_09_46_766	virtual	virtual	0.9192	1.0390	1	1.0	0.50	1	1.0	0.50	12.343
2019_03_21_21_09_46_878	virtual	virtual	0.9094	1.0273	1	1.0	0.50	1	1.0	0.50	12.343
2019_03_21_21_09_46_991	virtual	virtual	0.9167	1.0361	1	1.0	0.50	1	1.0	0.50	12.343
2019_03_21_21_09_47_099	virtual	virtual	0.9192	1.0390	1	1.0	0.50	1	1.0	0.50	12.343
2019_03_21_21_09_47_206	virtual	virtual	0.9192	1.0390	1	1.0	0.50	1	1.0	0.50	12.343
2019_03_21_21_09_47_316	virtual	virtual	0.9094	1.0273	1	1.0	0.50	1	1.0	0.50	12.343
2019_03_21_21_09_47_427	virtual	virtual	0.9167	1.0361	1	1.0	0.50	1	1.0	0.50	12.343
2019_03_21_21_09_47_538	virtual	virtual	0.9192	1.0390	1	1.0	0.50	1	1.0	0.50	12.343
2019_03_21_21_09_47_642	virtual	virtual	0.9167	1.0361	1	1.0	0.50	1	1.0	0.50	12.343
2019_03_21_21_09_47_751	virtual	virtual	0.9192	1.0390	1	1.0	0.50	1	1.0	0.50	12.343
2019_03_21_21_09_47_869	virtual	virtual	0.9229	1.0434	1	1.0	0.50	1	1.0	0.50	12.343
2019_03_21_21_09_47_97	virtual	virtual	0.9167	1.0361	1	1.0	0.50	1	1.0	0.50	12.343
2019_03_21_21_09_48_082	virtual	virtual	0.9192	1.0390	1	1.0	0.50	1	1.0	0.50	12.343
2019_03_21_21_09_48_198	virtual	virtual	0.9192	1.0390	1	1.0	0.50	1	1.0	0.50	12.343
2019_03_21_21_09_48_304	virtual	virtual	0.9192	1.0390	1	1.0	0.50	1	1.0	0.50	12.343
2019_03_21_21_09_48_409	virtual	virtual	0.9143	1.0332	1	1.0	0.50	1	1.0	0.50	12.343
2019_03_21_21_09_48_517	virtual	virtual	0.9192	1.0390	1	1.0	0.50	1	1.0	0.50	12.343
2019_03_21_21_09_48_631	virtual	virtual	0.9094	1.0273	1	1.0	0.50	1	1.0	0.50	12.343
2019_03_21_21_09_48_739	virtual	virtual	0.9119	1.0302	1	1.0	0.50	1	1.0	0.50	12.343
2019_03_21_21_09_48_846	virtual	virtual	0.9167	1.0361	1	1.0	0.50	1	1.0	0.50	12.343
2019_03_21_21_09_48_956	virtual	virtual	0.9192	1.0390	1	1.0	0.50	1	1.0	0.50	12.343
2019_03_21_21_09_49_066	virtual	virtual	0.9229	1.0434	1	1.0	0.50	1	1.0	0.50	12.343
2019_03_21_21_09_49_179	virtual	virtual	0.9192	1.0390	1	1.0	0.50	1	1.0	0.50	12.343
2019_03_21_21_09_49_289	virtual	virtual	0.9192	1.0390	1	1.0	0.50	1	1.0	0.50	12.343
2019_03_21_21_09_49_396	virtual	virtual	0.9192	1.0390	1	1.0	0.50	1	1.0	0.50	12.343
2019_03_21_21_09_49_502	virtual	virtual	0.9119	1.0302	1	1.0	0.50	1	1.0	0.50	12.343
2019_03_21_21_09_49_612	virtual	virtual	0.9094	1.0273	1	1.0	0.50	1	1.0	0.50	12.343
