Real-Time Sampling Data	V1	T(Celsius)	V2	P(MPa)	Do_1	Cycle(s)	Ratio	Do_2	Cycle(s)	Ratio	Flow(L/min)
2019_03_21_13_30_56_398	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.168
2019_03_21_13_30_56_502	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.168
2019_03_21_13_30_56_614	virtual	virtual	1.3989	1.6147	1	1.0	0.50	1	1.0	0.50	11.168
2019_03_21_13_30_56_723	virtual	virtual	1.3904	1.6044	1	1.0	0.50	1	1.0	0.50	11.168
2019_03_21_13_30_56_835	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.168
2019_03_21_13_30_56_947	virtual	virtual	1.3904	1.6044	1	1.0	0.50	1	1.0	0.50	11.168
2019_03_21_13_30_57_054	virtual	virtual	1.3904	1.6044	1	1.0	0.50	1	1.0	0.50	11.168
2019_03_21_13_30_57_163	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.168
2019_03_21_13_30_57_271	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.168
2019_03_21_13_30_57_382	virtual	virtual	1.3904	1.6044	1	1.0	0.50	1	1.0	0.50	11.168
2019_03_21_13_30_57_493	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.168
2019_03_21_13_30_57_598	virtual	virtual	1.3989	1.6147	1	1.0	0.50	1	1.0	0.50	11.168
2019_03_21_13_30_57_712	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.168
2019_03_21_13_30_57_815	virtual	virtual	1.3904	1.6044	1	1.0	0.50	1	1.0	0.50	11.168
2019_03_21_13_30_57_926	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.168
2019_03_21_13_30_58_038	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.168
2019_03_21_13_30_58_145	virtual	virtual	1.3940	1.6088	1	1.0	0.50	1	1.0	0.50	11.168
2019_03_21_13_30_58_253	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.168
2019_03_21_13_30_58_367	virtual	virtual	1.3940	1.6088	1	1.0	0.50	1	1.0	0.50	11.168
2019_03_21_13_30_58_479	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.168
2019_03_21_13_30_58_587	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.168
2019_03_21_13_30_58_692	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.168
2019_03_21_13_30_58_805	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.168
2019_03_21_13_30_58_909	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.168
2019_03_21_13_30_59_021	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.168
2019_03_21_13_30_59_134	virtual	virtual	1.3904	1.6044	1	1.0	0.50	1	1.0	0.50	11.257
2019_03_21_13_30_59_235	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.257
2019_03_21_13_30_59_349	virtual	virtual	1.3904	1.6044	1	1.0	0.50	1	1.0	0.50	11.257
2019_03_21_13_30_59_456	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.257
2019_03_21_13_30_59_57	virtual	virtual	1.3904	1.6044	1	1.0	0.50	1	1.0	0.50	11.257
2019_03_21_13_30_59_681	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.257
2019_03_21_13_30_59_789	virtual	virtual	1.3940	1.6088	1	1.0	0.50	1	1.0	0.50	11.257
2019_03_21_13_30_59_897	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.257
2019_03_21_13_31_00_004	virtual	virtual	1.3904	1.6044	1	1.0	0.50	1	1.0	0.50	11.257
2019_03_21_13_31_00_118	virtual	virtual	1.3989	1.6147	1	1.0	0.50	1	1.0	0.50	11.257
2019_03_21_13_31_00_225	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.257
2019_03_21_13_31_00_329	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.257
2019_03_21_13_31_00_441	virtual	virtual	1.3904	1.6044	1	1.0	0.50	1	1.0	0.50	11.257
2019_03_21_13_31_00_555	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.257
2019_03_21_13_31_00_66	virtual	virtual	1.3940	1.6088	1	1.0	0.50	1	1.0	0.50	11.257
2019_03_21_13_31_00_773	virtual	virtual	1.3940	1.6088	1	1.0	0.50	1	1.0	0.50	11.257
2019_03_21_13_31_00_883	virtual	virtual	1.3904	1.6044	1	1.0	0.50	1	1.0	0.50	11.257
2019_03_21_13_31_00_991	virtual	virtual	1.3989	1.6147	1	1.0	0.50	1	1.0	0.50	11.257
2019_03_21_13_31_01_102	virtual	virtual	1.3940	1.6088	1	1.0	0.50	1	1.0	0.50	11.257
2019_03_21_13_31_01_206	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.257
2019_03_21_13_31_01_316	virtual	virtual	1.3989	1.6147	1	1.0	0.50	1	1.0	0.50	11.257
2019_03_21_13_31_01_432	virtual	virtual	1.3989	1.6147	1	1.0	0.50	1	1.0	0.50	11.257
2019_03_21_13_31_01_538	virtual	virtual	1.3879	1.6015	1	1.0	0.50	1	1.0	0.50	11.257
2019_03_21_13_31_01_648	virtual	virtual	1.3904	1.6044	1	1.0	0.50	1	1.0	0.50	11.257
2019_03_21_13_31_01_753	virtual	virtual	1.3989	1.6147	1	1.0	0.50	1	1.0	0.50	11.257
2019_03_21_13_31_01_868	virtual	virtual	1.3989	1.6147	1	1.0	0.50	1	1.0	0.50	11.257
2019_03_21_13_31_01_974	virtual	virtual	1.3940	1.6088	1	1.0	0.50	1	1.0	0.50	11.257
2019_03_21_13_31_02_084	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.257
2019_03_21_13_31_02_19	virtual	virtual	1.3940	1.6088	1	1.0	0.50	1	1.0	0.50	11.257
2019_03_21_13_31_02_304	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.257
2019_03_21_13_31_02_413	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.257
2019_03_21_13_31_02_522	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.257
2019_03_21_13_31_02_632	virtual	virtual	1.3940	1.6088	1	1.0	0.50	1	1.0	0.50	11.257
2019_03_21_13_31_02_739	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.257
2019_03_21_13_31_02_85	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.257
2019_03_21_13_31_02_957	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.257
2019_03_21_13_31_03_068	virtual	virtual	1.3940	1.6088	1	1.0	0.50	1	1.0	0.50	11.257
2019_03_21_13_31_03_174	virtual	virtual	1.3989	1.6147	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_03_284	virtual	virtual	1.3904	1.6044	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_03_396	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_03_506	virtual	virtual	1.3904	1.6044	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_03_613	virtual	virtual	1.3940	1.6088	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_03_726	virtual	virtual	1.3940	1.6088	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_03_834	virtual	virtual	1.3940	1.6088	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_03_944	virtual	virtual	1.3989	1.6147	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_04_049	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_04_158	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_04_27	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_04_377	virtual	virtual	1.3989	1.6147	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_04_489	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_04_603	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_04_707	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_04_813	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_04_924	virtual	virtual	1.3940	1.6088	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_05_038	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_05_148	virtual	virtual	1.3940	1.6088	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_05_257	virtual	virtual	1.3940	1.6088	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_05_366	virtual	virtual	1.3989	1.6147	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_05_476	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_05_583	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_05_692	virtual	virtual	1.3904	1.6044	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_05_804	virtual	virtual	1.3989	1.6147	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_05_911	virtual	virtual	1.3940	1.6088	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_06_023	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_06_128	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_06_242	virtual	virtual	1.3989	1.6147	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_06_35	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_06_455	virtual	virtual	1.3904	1.6044	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_06_569	virtual	virtual	1.3940	1.6088	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_06_679	virtual	virtual	1.3940	1.6088	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_06_783	virtual	virtual	1.3989	1.6147	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_06_899	virtual	virtual	1.3940	1.6088	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_07_003	virtual	virtual	1.3989	1.6147	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_07_117	virtual	virtual	1.3940	1.6088	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_07_225	virtual	virtual	1.3904	1.6044	1	1.0	0.50	1	1.0	0.50	11.267
2019_03_21_13_31_07_336	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.267
2019_03_21_13_31_07_442	virtual	virtual	1.3904	1.6044	1	1.0	0.50	1	1.0	0.50	11.267
2019_03_21_13_31_07_552	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.267
2019_03_21_13_31_07_659	virtual	virtual	1.3989	1.6147	1	1.0	0.50	1	1.0	0.50	11.267
2019_03_21_13_31_07_769	virtual	virtual	1.3940	1.6088	1	1.0	0.50	1	1.0	0.50	11.267
2019_03_21_13_31_07_881	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.267
2019_03_21_13_31_07_988	virtual	virtual	1.3904	1.6044	1	1.0	0.50	1	1.0	0.50	11.267
2019_03_21_13_31_08_102	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.267
2019_03_21_13_31_08_207	virtual	virtual	1.3940	1.6088	1	1.0	0.50	1	1.0	0.50	11.267
2019_03_21_13_31_08_315	virtual	virtual	1.3904	1.6044	1	1.0	0.50	1	1.0	0.50	11.267
2019_03_21_13_31_08_427	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.267
2019_03_21_13_31_08_538	virtual	virtual	1.3904	1.6044	1	1.0	0.50	1	1.0	0.50	11.267
2019_03_21_13_31_08_647	virtual	virtual	1.3904	1.6044	1	1.0	0.50	1	1.0	0.50	11.267
2019_03_21_13_31_08_757	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.267
2019_03_21_13_31_08_867	virtual	virtual	1.3940	1.6088	1	1.0	0.50	1	1.0	0.50	11.267
2019_03_21_13_31_08_976	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.267
2019_03_21_13_31_09_082	virtual	virtual	1.3879	1.6015	1	1.0	0.50	1	1.0	0.50	11.267
2019_03_21_13_31_09_192	virtual	virtual	1.3904	1.6044	1	1.0	0.50	1	1.0	0.50	11.267
2019_03_21_13_31_09_304	virtual	virtual	1.3904	1.6044	1	1.0	0.50	1	1.0	0.50	11.267
2019_03_21_13_31_09_414	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.267
2019_03_21_13_31_09_519	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.267
2019_03_21_13_31_09_633	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.267
2019_03_21_13_31_09_738	virtual	virtual	1.3940	1.6088	1	1.0	0.50	1	1.0	0.50	11.267
2019_03_21_13_31_09_845	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.267
2019_03_21_13_31_09_958	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.267
2019_03_21_13_31_10_073	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.267
2019_03_21_13_31_10_175	virtual	virtual	1.3904	1.6044	1	1.0	0.50	1	1.0	0.50	11.267
2019_03_21_13_31_10_288	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.267
2019_03_21_13_31_10_396	virtual	virtual	1.3904	1.6044	1	1.0	0.50	1	1.0	0.50	11.267
2019_03_21_13_31_10_508	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.267
2019_03_21_13_31_10_613	virtual	virtual	1.3904	1.6044	1	1.0	0.50	1	1.0	0.50	11.267
2019_03_21_13_31_10_727	virtual	virtual	1.3940	1.6088	1	1.0	0.50	1	1.0	0.50	11.267
2019_03_21_13_31_10_829	virtual	virtual	1.3940	1.6088	1	1.0	0.50	1	1.0	0.50	11.267
2019_03_21_13_31_10_944	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.267
2019_03_21_13_31_11_052	virtual	virtual	1.3940	1.6088	1	1.0	0.50	1	1.0	0.50	11.267
2019_03_21_13_31_11_165	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_11_272	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_11_385	virtual	virtual	1.3940	1.6088	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_11_488	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_11_598	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_11_706	virtual	virtual	1.3904	1.6044	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_11_82	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_11_928	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_12_032	virtual	virtual	1.3989	1.6147	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_12_149	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_12_253	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_12_362	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_12_476	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_12_585	virtual	virtual	1.3940	1.6088	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_12_694	virtual	virtual	1.3989	1.6147	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_12_806	virtual	virtual	1.3989	1.6147	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_12_913	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_13_022	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_13_128	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_13_239	virtual	virtual	1.3904	1.6044	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_13_352	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_13_459	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_13_572	virtual	virtual	1.3904	1.6044	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_13_681	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_13_785	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_13_898	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_14_011	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_14_112	virtual	virtual	1.3989	1.6147	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_14_225	virtual	virtual	1.3989	1.6147	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_14_332	virtual	virtual	1.3940	1.6088	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_14_442	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_14_551	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_14_659	virtual	virtual	1.3904	1.6044	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_14_773	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_14_879	virtual	virtual	1.3940	1.6088	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_14_992	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_15_097	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_15_208	virtual	virtual	1.3940	1.6088	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_15_318	virtual	virtual	1.3940	1.6088	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_15_433	virtual	virtual	1.3904	1.6044	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_15_538	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_15_648	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_15_755	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_15_862	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_15_974	virtual	virtual	1.3989	1.6147	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_16_083	virtual	virtual	1.3940	1.6088	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_16_191	virtual	virtual	1.3904	1.6044	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_16_304	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_16_413	virtual	virtual	1.3940	1.6088	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_16_524	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_16_633	virtual	virtual	1.3904	1.6044	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_16_742	virtual	virtual	1.3989	1.6147	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_16_852	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_16_958	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_17_068	virtual	virtual	1.3989	1.6147	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_17_177	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_17_288	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_17_399	virtual	virtual	1.3940	1.6088	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_17_512	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_17_619	virtual	virtual	1.3940	1.6088	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_17_723	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_17_831	virtual	virtual	1.3904	1.6044	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_17_947	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_18_051	virtual	virtual	1.3904	1.6044	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_18_161	virtual	virtual	1.3904	1.6044	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_18_27	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_18_382	virtual	virtual	1.3940	1.6088	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_18_49	virtual	virtual	1.3940	1.6088	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_18_603	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_18_708	virtual	virtual	1.3940	1.6088	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_18_82	virtual	virtual	1.3989	1.6147	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_18_93	virtual	virtual	1.3940	1.6088	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_19_036	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.262
2019_03_21_13_31_19_145	virtual	virtual	1.3940	1.6088	1	1.0	0.50	1	1.0	0.50	11.252
2019_03_21_13_31_19_259	virtual	virtual	1.3904	1.6044	1	1.0	0.50	1	1.0	0.50	11.252
2019_03_21_13_31_19_362	virtual	virtual	1.3904	1.6044	1	1.0	0.50	1	1.0	0.50	11.252
2019_03_21_13_31_19_475	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.252
2019_03_21_13_31_19_589	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.252
2019_03_21_13_31_19_695	virtual	virtual	1.3904	1.6044	1	1.0	0.50	1	1.0	0.50	11.252
2019_03_21_13_31_19_807	virtual	virtual	1.3904	1.6044	1	1.0	0.50	1	1.0	0.50	11.252
2019_03_21_13_31_19_917	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.252
2019_03_21_13_31_20_023	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.252
2019_03_21_13_31_20_135	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.252
2019_03_21_13_31_20_244	virtual	virtual	1.3940	1.6088	1	1.0	0.50	1	1.0	0.50	11.252
2019_03_21_13_31_20_353	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.252
2019_03_21_13_31_20_462	virtual	virtual	1.3989	1.6147	1	1.0	0.50	1	1.0	0.50	11.252
2019_03_21_13_31_20_565	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.252
2019_03_21_13_31_20_679	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.252
2019_03_21_13_31_20_789	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.252
2019_03_21_13_31_20_893	virtual	virtual	1.3904	1.6044	1	1.0	0.50	1	1.0	0.50	11.252
2019_03_21_13_31_21_006	virtual	virtual	1.3904	1.6044	1	1.0	0.50	1	1.0	0.50	11.252
2019_03_21_13_31_21_116	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.252
2019_03_21_13_31_21_226	virtual	virtual	1.3904	1.6044	1	1.0	0.50	1	1.0	0.50	11.252
2019_03_21_13_31_21_335	virtual	virtual	1.3940	1.6088	1	1.0	0.50	1	1.0	0.50	11.252
2019_03_21_13_31_21_442	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.252
2019_03_21_13_31_21_554	virtual	virtual	1.3940	1.6088	1	1.0	0.50	1	1.0	0.50	11.252
2019_03_21_13_31_21_665	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.252
2019_03_21_13_31_21_772	virtual	virtual	1.3904	1.6044	1	1.0	0.50	1	1.0	0.50	11.252
2019_03_21_13_31_21_878	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.252
2019_03_21_13_31_21_994	virtual	virtual	1.3940	1.6088	1	1.0	0.50	1	1.0	0.50	11.252
2019_03_21_13_31_22_105	virtual	virtual	1.3989	1.6147	1	1.0	0.50	1	1.0	0.50	11.252
2019_03_21_13_31_22_205	virtual	virtual	1.3989	1.6147	1	1.0	0.50	1	1.0	0.50	11.252
2019_03_21_13_31_22_323	virtual	virtual	1.3940	1.6088	1	1.0	0.50	1	1.0	0.50	11.252
2019_03_21_13_31_22_432	virtual	virtual	1.3879	1.6015	1	1.0	0.50	1	1.0	0.50	11.252
2019_03_21_13_31_22_539	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.252
2019_03_21_13_31_22_646	virtual	virtual	1.3940	1.6088	1	1.0	0.50	1	1.0	0.50	11.252
2019_03_21_13_31_22_756	virtual	virtual	1.3989	1.6147	1	1.0	0.50	1	1.0	0.50	11.252
2019_03_21_13_31_22_863	virtual	virtual	1.3965	1.6118	1	1.0	0.50	1	1.0	0.50	11.252
2019_03_21_13_31_22_978	virtual	virtual	1.3989	1.6147	1	1.0	0.50	1	1.0	0.50	11.252
