Real-Time Sampling Data	V1	T(Celsius)	V2	P(MPa)	Do_1	Cycle(s)	Ratio	Do_2	Cycle(s)	Ratio	Flow(L/min)
2019_03_27_14_56_29_142	6.255	-7.10	0.8801	0.9921	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_29_253	6.223	-7.49	0.8862	0.9995	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_29_366	6.241	-7.27	0.8887	1.0024	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_29_476	6.212	-7.63	0.8984	1.0141	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_29_582	6.212	-7.63	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_29_691	6.218	-7.55	0.8936	1.0083	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_29_804	6.200	-7.78	0.8936	1.0083	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_29_91	6.223	-7.49	0.8960	1.0112	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_30_023	6.210	-7.66	0.8936	1.0083	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_30_127	6.184	-7.98	0.8887	1.0024	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_31_228	6.171	-8.15	0.8936	1.0083	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_31_332	6.147	-8.44	0.8936	1.0083	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_31_442	6.138	-8.56	0.8936	1.0083	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_31_549	6.127	-8.69	0.8984	1.0141	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_31_662	6.132	-8.63	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_31_769	6.093	-9.12	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_31_88	6.095	-9.09	0.8936	1.0083	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_31_992	6.117	-8.82	0.8960	1.0112	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_32_101	6.113	-8.86	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_32_205	6.099	-9.04	0.8984	1.0141	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_32_319	6.085	-9.21	0.9021	1.0185	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_32_427	6.069	-9.41	0.8984	1.0141	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_32_536	6.056	-9.57	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_32_648	6.067	-9.44	0.8960	1.0112	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_32_755	6.049	-9.67	0.8984	1.0141	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_32_865	6.039	-9.79	0.8936	1.0083	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_32_972	6.046	-9.70	0.8960	1.0112	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_33_081	6.014	-10.09	0.8801	0.9921	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_33_194	6.021	-10.01	0.8960	1.0112	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_33_299	6.002	-10.24	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_33_414	6.005	-10.21	0.8887	1.0024	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_33_523	6.012	-10.12	0.8960	1.0112	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_33_625	5.979	-10.53	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_33_738	5.989	-10.41	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_33_85	5.968	-10.67	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_33_96	5.945	-10.96	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_34_069	5.950	-10.90	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_34_174	5.934	-11.09	0.8838	0.9965	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_34_289	5.929	-11.15	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_34_393	5.908	-11.41	0.8936	1.0083	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_34_503	5.901	-11.50	0.8887	1.0024	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_34_616	5.890	-11.64	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_34_725	5.906	-11.44	0.8887	1.0024	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_34_831	5.906	-11.44	0.8936	1.0083	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_34_941	5.867	-11.93	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_35_049	5.874	-11.84	0.8887	1.0024	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_35_158	5.851	-12.13	0.8838	0.9965	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_35_27	5.887	-11.67	0.8960	1.0112	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_35_379	5.858	-12.03	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_35_492	5.867	-11.93	0.8838	0.9965	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_35_596	5.840	-12.26	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_35_703	5.835	-12.32	0.8862	0.9995	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_35_82	5.837	-12.29	0.8936	1.0083	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_35_925	5.825	-12.44	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_36_039	5.828	-12.41	0.8936	1.0083	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_36_143	5.801	-12.75	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_36_252	5.804	-12.70	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_36_363	5.775	-13.07	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_36_477	5.762	-13.23	0.8936	1.0083	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_36_583	5.778	-13.04	0.8862	0.9995	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_36_695	5.812	-12.61	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_36_801	5.759	-13.26	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_36_914	5.765	-13.19	0.8984	1.0141	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_37_019	5.747	-13.42	0.8801	0.9921	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_37_127	5.770	-13.13	0.8887	1.0024	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_37_236	5.775	-13.07	0.8887	1.0024	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_37_353	5.731	-13.61	0.8936	1.0083	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_37_456	5.695	-14.07	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_37_569	5.702	-13.98	0.8960	1.0112	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_37_674	5.690	-14.13	0.8936	1.0083	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_37_787	5.651	-14.62	0.8887	1.0024	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_37_9	5.699	-14.01	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_38_004	5.642	-14.72	0.8936	1.0083	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_38_117	5.663	-14.46	0.8801	0.9921	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_38_229	5.651	-14.62	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_38_333	5.630	-14.87	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_38_442	5.616	-15.04	0.8862	0.9995	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_38_549	5.601	-15.24	0.8936	1.0083	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_38_664	5.562	-15.72	0.8936	1.0083	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_38_773	5.588	-15.39	0.8936	1.0083	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_38_878	5.562	-15.72	0.8936	1.0083	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_38_989	5.564	-15.69	0.8960	1.0112	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_39_101	5.607	-15.16	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_39_209	5.570	-15.62	0.8887	1.0024	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_39_314	5.533	-16.07	0.8838	0.9965	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_39_431	5.564	-15.69	0.8936	1.0083	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_39_534	5.554	-15.82	0.8960	1.0112	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_39_649	5.538	-16.01	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_39_755	5.507	-16.41	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_39_862	5.510	-16.36	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_39_974	5.522	-16.21	0.8936	1.0083	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_40_081	5.494	-16.56	0.8887	1.0024	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_40_194	5.455	-17.05	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_40_3	5.465	-16.92	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_40_409	5.450	-17.11	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_40_522	5.460	-16.99	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_40_626	5.442	-17.21	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_40_742	5.405	-17.67	0.8887	1.0024	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_40_846	5.419	-17.50	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_40_958	5.366	-18.15	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_41_069	5.408	-17.64	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_41_174	5.375	-18.05	0.8862	0.9995	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_41_288	5.366	-18.15	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_41_399	5.366	-18.15	0.8887	1.0024	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_41_504	5.327	-18.64	0.8862	0.9995	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_41_617	5.341	-18.47	0.8887	1.0024	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_41_727	5.345	-18.41	0.8838	0.9965	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_41_831	5.327	-18.64	0.8960	1.0112	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_41_941	5.313	-18.82	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_42_047	5.304	-18.93	0.8862	0.9995	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_42_16	5.278	-19.25	0.8887	1.0024	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_42_273	5.286	-19.16	0.8801	0.9921	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_42_381	5.265	-19.41	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_42_493	5.255	-19.54	0.8887	1.0024	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_42_602	5.237	-19.76	0.8887	1.0024	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_42_705	5.231	-19.84	0.8936	1.0083	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_42_819	5.208	-20.13	0.8960	1.0112	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_42_925	5.195	-20.28	0.8862	0.9995	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_43_035	5.205	-20.16	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_43_145	5.182	-20.45	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_43_252	5.200	-20.22	0.8936	1.0083	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_43_365	5.143	-20.93	0.8887	1.0024	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_43_473	5.159	-20.74	0.8936	1.0083	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_43_58	5.140	-20.96	0.8887	1.0024	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_43_694	5.095	-21.53	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_43_799	5.074	-21.78	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_43_906	5.083	-21.68	0.8960	1.0112	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_44_014	5.054	-22.04	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_44_126	5.049	-22.10	0.8887	1.0024	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_44_237	5.015	-22.53	0.8862	0.9995	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_44_351	5.000	-22.71	0.8887	1.0024	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_44_456	4.989	-22.85	0.8862	0.9995	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_44_566	4.984	-22.91	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_44_682	4.989	-22.85	0.8887	1.0024	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_44_787	4.952	-23.30	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_44_896	4.932	-23.56	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_45_005	4.918	-23.73	0.8838	0.9965	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_45_116	4.867	-24.37	0.8887	1.0024	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_45_224	4.885	-24.14	0.8838	0.9965	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_45_328	4.851	-24.56	0.8887	1.0024	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_45_446	4.838	-24.73	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_45_55	4.812	-25.05	0.8838	0.9965	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_45_662	4.775	-25.50	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_45_771	4.799	-25.22	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_45_875	4.762	-25.67	0.8887	1.0024	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_45_989	4.778	-25.47	0.8862	0.9995	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_46_096	4.716	-26.25	0.8801	0.9921	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_46_207	4.692	-26.54	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_46_316	4.684	-26.64	0.8887	1.0024	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_46_425	4.658	-26.96	0.8887	1.0024	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_46_538	4.635	-27.25	0.8887	1.0024	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_46_647	4.619	-27.45	0.8936	1.0083	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_46_752	4.583	-27.90	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_46_862	4.562	-28.16	0.8862	0.9995	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_46_973	4.515	-28.74	0.8801	0.9921	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_47_085	4.497	-28.97	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_47_194	4.451	-29.54	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_47_303	4.442	-29.65	0.8887	1.0024	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_47_414	4.406	-30.11	0.8887	1.0024	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_47_524	4.380	-30.42	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_47_625	4.338	-30.94	0.8887	1.0024	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_47_742	4.299	-31.43	0.8936	1.0083	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_47_851	4.307	-31.34	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_47_955	4.237	-32.20	0.8801	0.9921	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_48_069	4.265	-31.85	0.8887	1.0024	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_48_172	4.224	-32.37	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_48_289	4.189	-32.79	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_48_394	4.146	-33.34	0.8838	0.9965	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_48_503	4.117	-33.69	0.8887	1.0024	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_48_615	4.088	-34.05	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_48_726	4.067	-34.31	0.8838	0.9965	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_48_836	4.065	-34.34	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_48_944	3.994	-35.22	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_49_049	3.966	-35.57	0.8862	0.9995	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_49_161	3.911	-36.26	0.8887	1.0024	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_49_274	3.879	-36.65	0.8887	1.0024	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_49_379	3.823	-37.35	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_49_487	3.828	-37.29	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_49_6	3.820	-37.39	0.8862	0.9995	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_49_712	3.750	-38.26	0.8838	0.9965	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_49_816	3.723	-38.59	0.8862	0.9995	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_49_93	3.682	-39.11	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_50_033	3.643	-39.60	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_50_147	3.628	-39.78	0.8887	1.0024	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_50_252	3.575	-40.43	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_50_366	3.546	-40.80	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_50_476	3.461	-41.86	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_50_581	3.442	-42.09	0.8936	1.0083	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_50_696	3.424	-42.31	0.8838	0.9965	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_50_799	3.406	-42.54	0.8862	0.9995	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_50_913	3.359	-43.12	0.8862	0.9995	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_51_023	3.315	-43.67	0.8887	1.0024	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_51_129	3.300	-43.86	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_51_241	3.268	-44.26	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_51_351	3.229	-44.74	0.8862	0.9995	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_51_456	3.217	-44.90	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_51_571	3.123	-46.07	0.8777	0.9892	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_51_674	3.120	-46.10	0.8887	1.0024	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_51_782	3.075	-46.66	0.8801	0.9921	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_51_898	3.057	-46.89	0.8887	1.0024	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_52_003	2.997	-47.63	0.8838	0.9965	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_52_118	2.980	-47.84	0.8838	0.9965	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_52_224	2.943	-48.30	0.8838	0.9965	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_52_335	2.919	-48.60	0.8887	1.0024	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_52_442	2.877	-49.12	0.8862	0.9995	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_52_548	2.817	-49.86	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_52_662	2.828	-49.73	0.8936	1.0083	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_52_771	2.797	-50.12	0.8862	0.9995	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_52_879	2.766	-50.50	0.8887	1.0024	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_52_988	2.690	-51.44	0.8777	0.9892	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_53_1	2.672	-51.67	0.8862	0.9995	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_53_203	2.646	-51.99	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_53_318	2.592	-52.67	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_53_424	2.578	-52.84	0.8801	0.9921	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_53_539	2.532	-53.42	0.8887	1.0024	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_53_647	2.484	-54.01	0.8838	0.9965	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_53_754	2.472	-54.16	0.8960	1.0112	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_53_865	2.408	-54.95	0.8887	1.0024	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_53_973	2.380	-55.30	0.8862	0.9995	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_54_08	2.295	-56.36	0.8887	1.0024	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_54_198	2.231	-57.15	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_54_303	2.114	-58.61	0.8887	1.0024	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_54_414	2.015	-59.84	0.8801	0.9921	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_54_519	1.917	-61.07	0.8838	0.9965	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_54_628	1.824	-62.22	0.8838	0.9965	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_54_741	1.714	-63.59	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_54_852	1.631	-64.62	0.8752	0.9863	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_54_955	1.530	-65.88	0.8838	0.9965	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_55_067	1.461	-66.73	0.8752	0.9863	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_55_173	1.401	-67.48	0.8862	0.9995	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_55_288	1.337	-68.28	0.8862	0.9995	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_55_399	1.235	-69.54	0.8838	0.9965	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_55_504	1.130	-70.85	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_55_613	0.988	-72.62	0.8911	1.0053	1	1.0	0.50	1	1.0	0.50	waiting...
2019_03_27_14_56_55_724	0.847	-74.37	0.8862	0.9995	1	1.0	0.50	1	1.0	0.50	waiting...
